City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
702,Mont-Dore,PE,-10.0681,-78.1522,62.19,87,25,8.9,scattered clouds
703,Sanary-Sur-Mer,NC,-22.2833,166.5833,78.78,69,97,7.07,overcast clouds
704,Yar-Sale,FR,43.1178,5.8001,75.88,41,0,1.83,clear sky
705,Mayya,RU,66.8333,70.8333,68.18,53,85,11.3,overcast clouds
706,Aksarka,RU,61.7333,130.2811,90.72,33,7,2.37,clear sky
707,North Battleford,RU,66.5606,67.7975,71.58,45,65,10.69,broken clouds
708,Muli,CA,52.7834,-108.2847,59.09,77,0,6.91,clear sky
709,Eresos,MV,2.9167,73.5667,82.8,74,100,14.99,overcast clouds
710,Anloga,GR,39.1667,25.9333,75.88,60,0,9.19,clear sky
711,Keokuk,GH,5.7947,0.8973,75.54,88,100,16.96,overcast clouds
712,Kudahuvadhoo,US,40.3973,-91.3849,74.08,88,0,0.0,clear sky
713,Palasa,MV,2.6708,72.8944,82.63,73,97,14.25,overcast clouds
714,Gairo,IN,18.7667,84.4167,88.61,63,98,6.55,overcast clouds
715,Yiyang,IT,39.8497,9.5047,71.17,50,0,3.85,clear sky
716,Yamada,CN,28.5892,112.3283,95.11,54,63,4.5,broken clouds
717,Fatehpur,JP,39.4667,141.95,78.12,79,60,4.59,broken clouds
718,Lyuban,IN,25.9333,80.8,91.85,53,86,6.69,overcast clouds
719,Iquitos,BY,52.7985,28.0048,59.88,79,90,5.23,overcast clouds
720,Surt,PE,-3.7481,-73.2472,73.44,100,75,3.44,broken clouds
721,Axim,LY,31.2089,16.5887,79.02,60,0,3.38,clear sky
722,Greenville,GH,4.8699,-2.2405,75.42,82,96,13.27,overcast clouds
723,Campo Maior,US,35.6127,-77.3663,80.76,92,0,5.75,clear sky
724,Cocachacra,BR,-4.8278,-42.1686,77.13,60,97,1.7,overcast clouds
725,Skjervoy,PE,-17.0883,-71.7575,58.69,86,53,4.38,broken clouds
726,Newcastleton,NO,70.0311,20.9714,50.0,88,100,14.18,light rain
727,Kuche,GB,55.1796,-2.8127,54.03,85,100,1.5,moderate rain
